Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,
Timestamp,Timestamp,System Timestamp,Low Noise Accelerometer X,Low Noise Accelerometer X,Low Noise Accelerometer Y,Low Noise Accelerometer Y,Low Noise Accelerometer Z,Low Noise Accelerometer Z,Gyroscope X,Gyroscope X,Gyroscope Y,Gyroscope Y,Gyroscope Z,Gyroscope Z,VSenseBatt,VSenseBatt,External ADC A7,External ADC A7,External ADC A6,External ADC A6,External ADC A15,External ADC A15,Internal ADC A13,Internal ADC A13,Pressure,Pressure,Temperature,Temperature,GSR,GSR,GSR Conductance,
RAW,CAL,CAL,RAW,CAL,RAW,CAL,RAW,CAL,RAW,CAL,RAW,CAL,RAW,CAL,RAW,CAL,RAW,CAL,RAW,CAL,RAW,CAL,RAW,CAL,RAW,CAL,RAW,CAL,RAW,CAL,CAL,
no units,mSecs,mSecs,no units,m/(sec^2),no units,m/(sec^2),no units,m/(sec^2),no units,deg/sec,no units,deg/sec,no units,deg/sec,no units,mVolts,no units,mVolts,no units,mVolts,no units,mVolts,no units,mVolts,no units,kPa,no units,Celcius*,no units,kOhms,uSiemens,
5484032,165061713.439941,1711798129433.69,12792,-703.325301204819,60423,-129.457831325301,5382,-40.1807228915663,-15617,367.389312977099,-24064,238.427480916031,10751,-164.137404580153,-27643,-40259.5487179487,23561,17260.8058608059,45576,33389.010989011,21512,15759.706959707,7432,5444.68864468864,7578.3359375,15.0860429114076,52338,150.882517832861,48392,257.207461842849,3.88791208791209,
5516800,165062713.439941,1711798130433.69,12280,-697.156626506024,59911,-123.289156626506,5126,-37.0963855421687,-15617,390.839694656489,-25600,238.427480916031,11007,-168.045801526718,-27643,-40259.5487179487,23561,17260.8058608059,45832,33576.5567765568,24840,18197.8021978022,7944,5819.78021978022,7578.3359375,15.431451718932,53362,156.041088870443,48136,284.671532846715,3.51282051282051,
5549568,165063713.439941,1711798131433.69,12536,-703.325301204819,60423,-126.373493975904,5382,-40.1807228915663,-15617,359.572519083969,-23552,238.427480916031,11519,-175.862595419847,-27387,-39886.7076923077,25609,18761.1721611722,50184,36764.8351648352,36616,26824.9084249084,7432,5444.68864468864,7578.328125,15.6011630085475,53874,158.617113885824,48392,257.207461842849,3.88791208791209,
5647872,166090713.439941,1711799158433.69,12792,-700.240963855422,60167,-129.457831325301,5382,-40.1807228915663,-15617,347.847328244275,-22784,238.427480916031,7167,-109.419847328244,-30715,-44733.641025641,16137,11821.978021978,33544,24574.358974359,55560,40703.2967032967,8199,6006.59340659341,7578.33984375,15.601205760604,53874,158.617113885824,48392,257.207461842849,3.88791208791209,
5680640,166091713.439941,1711799159433.69,13048,-703.325301204819,60423,-132.542168674699,5382,-40.1807228915663,-15617,359.572519083969,-23552,238.427480916031,9471,-144.595419847328,-31739,-46225.0051282051,10249,7508.42490842491,10504,7695.23809523809,60424,44266.6666666667,8455,6194.13919413919,7578.33984375,14.7330426630901,51314,145.714599396085,48392,257.207461842849,3.88791208791209,
5713408,166092713.439941,1711799160433.69,12280,-703.325301204819,60423,-123.289156626506,5382,-40.1807228915663,-15617,406.473282442748,-26624,238.427480916031,8703,-132.870229007634,-32507,-47343.5282051282,6665,4882.78388278388,58376,42766.3003663004,25095,18384.6153846154,8200,6007.32600732601,7578.33984375,15.2597346392496,52850,153.462921415624,48392,257.207461842849,3.88791208791209,
5746176,166093713.439941,1711799161433.69,12280,-700.240963855422,60167,-123.289156626506,5638,-43.2650602409639,-15617,336.12213740458,-22016,238.427480916031,7935,-121.145038167939,-27643,-40259.5487179487,16137,11821.978021978,9992,7320.14652014652,2824,2068.86446886447,8200,6007.32600732601,7578.3359375,14.9984883359121,52082,149.591446711184,48392,257.207461842849,3.88791208791209,
5778944,166094713.439941,1711799162433.69,12536,-697.156626506024,59911,-126.373493975904,5638,-43.2650602409639,-15617,422.106870229008,-27648,238.427480916031,6399,-97.6946564885496,-27387,-39886.7076923077,22537,16510.6227106227,29192,21386.0805860806,50952,37327.4725274725,7688,5632.23443223443,7578.3359375,15.2597204689948,52850,153.462921415624,48392,257.207461842849,3.88791208791209,
5811712,166095713.439941,1711799163433.69,12280,-700.240963855422,60167,-123.289156626506,5382,-40.1807228915663,-15617,379.114503816794,-24832,238.427480916031,10239,-156.320610687023,-28411,-41378.0717948718,23049,16885.7142857143,38920,28512.8205128205,7176,5257.14285714286,7432,5444.68864468864,7578.3359375,15.6853004725273,54130,159.904350835199,48136,284.671532846715,3.51282051282051,
5844480,166096713.439941,1711799164433.69,12536,-703.325301204819,60423,-126.373493975904,5126,-37.0963855421687,-15617,363.480916030534,-23808,238.427480916031,5119,-78.1526717557252,-27387,-39886.7076923077,25353,18573.6263736264,48648,35639.5604395604,28936,21198.5347985348,7688,5632.23443223443,7578.34375,16.0980384223332,55410,166.333195830808,48392,257.207461842849,3.88791208791209,
5877248,166097713.439941,1711799165433.69,12536,-703.325301204819,60423,-126.373493975904,5382,-40.1807228915663,-15617,379.114503816794,-24832,238.427480916031,8703,-132.870229007634,-27899,-40632.3897435897,26121,19136.2637362637,53256,39015.3846153846,46088,33764.1025641026,8456,6194.87179487179,7578.34375,15.0860711687453,52338,150.882517832861,48136,284.671532846715,3.51282051282051,
5942784,166611713.439941,1711799679433.69,12792,-703.325301204819,60423,-129.457831325301,5638,-43.2650602409639,-15617,367.389312977099,-24064,238.427480916031,9727,-148.503816793893,-31227,-45479.3230769231,12297,9008.79120879121,15624,11446.1538461538,11016,8070.32967032967,9480,6945.05494505494,7578.34375,14.8220037410227,51570,147.007501031486,48136,284.671532846715,3.51282051282051,
5975552,166612713.439941,1711799680433.69,12024,-703.325301204819,60423,-120.204819277108,5382,-40.1807228915663,-15617,386.931297709924,-25344,238.427480916031,11263,-171.954198473282,-32251,-46970.6871794872,7945,5820.51282051282,64776,47454.945054945,47111,34513.5531135531,9992,7320.14652014652,7578.34375,14.4635195773923,50546,141.832008109172,48392,257.207461842849,3.88791208791209,
6008320,166613713.439941,1711799681433.69,12536,-697.156626506024,59911,-126.373493975904,5382,-40.1807228915663,-15617,394.748091603053,-25856,238.427480916031,8959,-136.778625954198,-27643,-40259.5487179487,16905,12384.6153846154,13576,9945.78754578755,18440,13509.1575091575,9224,6757.50915750916,7578.34375,15.6012200112895,53874,158.617113885824,48136,284.671532846715,3.51282051282051,
6073856,167127713.439941,1711800195433.69,12280,-700.240963855422,60167,-123.289156626506,5126,-37.0963855421687,-15617,375.206106870229,-24576,238.427480916031,6143,-93.7862595419847,-29947,-43615.1179487179,17673,12947.2527472527,24584,18010.2564102564,45576,33389.010989011,8968,6569.96336996337,7578.328125,16.2593025690376,55922,168.901489832884,48136,284.671532846715,3.51282051282051,
6106624,167128713.439941,1711800196433.69,12792,-703.325301204819,60423,-129.457831325301,5382,-40.1807228915663,-15617,367.389312977099,-24064,238.427480916031,7167,-109.419847328244,-27643,-40259.5487179487,21257,15572.8937728938,34568,25324.5421245421,59912,43891.5750915751,9735,7131.86813186813,7578.328125,15.8519396245773,54642,162.477326662858,48392,257.207461842849,3.88791208791209,
6139392,167129713.439941,1711800197433.69,12536,-700.240963855422,60167,-126.373493975904,5894,-46.3493975903614,-15617,375.206106870229,-24576,238.427480916031,8703,-132.870229007634,-27643,-40259.5487179487,22793,16698.1684981685,40712,29825.641025641,1800,1318.68131868132,8968,6569.96336996337,7578.34375,15.2597488095044,52850,153.462921415624,48136,284.671532846715,3.51282051282051,
6172160,167130713.439941,1711800198433.69,12792,-697.156626506024,59911,-129.457831325301,5638,-43.2650602409639,-15617,386.931297709924,-25344,238.427480916031,7167,-109.419847328244,-30459,-44360.8,17673,12947.2527472527,32520,23824.1758241758,60680,44454.2124542125,8456,6194.87179487179,7578.34375,15.2597488095044,52850,153.462921415624,48392,257.207461842849,3.88791208791209,
6204928,167131713.439941,1711800199433.69,12792,-700.240963855422,60167,-129.457831325301,5638,-43.2650602409639,-15617,347.847328244275,-22784,238.427480916031,10495,-160.229007633588,-30459,-44360.8,15113,11071.7948717949,23816,17447.619047619,51208,37515.0183150183,8968,6569.96336996337,7578.34375,14.281636376039,50034,139.240223699633,48392,257.207461842849,3.88791208791209,
6237696,167132713.439941,1711800200433.69,12536,-700.240963855422,60167,-126.373493975904,5382,-40.1807228915663,-15617,379.114503816794,-24832,238.427480916031,11519,-175.862595419847,-29435,-42869.4358974359,16649,12197.0695970696,23304,17072.5274725275,48904,35827.1062271062,7432,5444.68864468864,7578.3203125,14.9984319057557,52082,149.591446711184,48392,257.207461842849,3.88791208791209,
6270464,167133713.439941,1711800201433.69,12792,-700.240963855422,60167,-129.457831325301,5638,-43.2650602409639,-15617,402.564885496183,-26368,238.427480916031,9727,-148.503816793893,-31483,-45852.1641025641,12297,9008.79120879121,11272,8257.87545787546,10504,7695.23809523809,7176,5257.14285714286,7578.3203125,16.0979522366618,55410,166.333195830808,48392,257.207461842849,3.88791208791209,
6303232,167134713.439941,1711800202433.69,12536,-697.156626506024,59911,-126.373493975904,5894,-46.3493975903614,-15617,390.839694656489,-25600,238.427480916031,12543,-191.496183206107,-27899,-40632.3897435897,19977,14635.1648351648,25352,18572.8937728938,44040,32263.7362637363,6152,4506.95970695971,7578.3203125,14.821919353335,51570,147.007501031486,48136,284.671532846715,3.51282051282051,
6336000,167135713.439941,1711800203433.69,12536,-703.325301204819,60423,-126.373493975904,5638,-43.2650602409639,-15617,367.389312977099,-24064,238.427480916031,11007,-168.045801526718,-28411,-41378.0717948718,21769,15947.9853479853,34824,25512.0879120879,57864,42391.2087912088,6919,5068.86446886447,7578.33203125,15.7688803128504,54386,161.19108498859,48136,284.671532846715,3.51282051282051,
6368768,167136713.439941,1711800204433.69,12792,-703.325301204819,60423,-129.457831325301,5638,-43.2650602409639,-15617,394.748091603053,-25856,238.427480916031,10495,-160.229007633588,-27643,-40259.5487179487,23049,16885.7142857143,41224,30200.7326007326,2056,1506.22710622711,6664,4882.05128205128,7578.33203125,15.25970629874,52850,153.462921415624,48392,257.207461842849,3.88791208791209,
6401536,167137713.439941,1711800205433.69,12536,-700.240963855422,60167,-126.373493975904,5382,-40.1807228915663,-15617,383.022900763359,-25088,238.427480916031,6911,-105.511450381679,-28155,-41005.2307692308,23305,17073.2600732601,45576,33389.010989011,17928,13134.0659340659,7432,5444.68864468864,7578.33203125,15.7688803128504,54386,161.19108498859,48392,257.207461842849,3.88791208791209,
6434304,167138713.439941,1711800206433.69,12536,-703.325301204819,60423,-126.373493975904,5894,-46.3493975903614,-15617,367.389312977099,-24064,238.427480916031,9215,-140.687022900763,-31227,-45479.3230769231,15625,11446.8864468864,29704,21761.1721611722,55048,40328.2051282051,7432,5444.68864468864,7578.33203125,15.25970629874,52850,153.462921415624,48136,284.671532846715,3.51282051282051,
6499840,167652713.439941,1711800720433.69,12792,-703.325301204819,60423,-129.457831325301,5126,-37.0963855421687,-15617,406.473282442748,-26624,238.427480916031,7935,-121.145038167939,-27899,-40632.3897435897,21001,15385.347985348,31240,22886.4468864469,520,380.952380952381,6921,5070.32967032967,7578.33203125,15.4314375080005,53362,156.041088870443,48136,284.671532846715,3.51282051282051,
6532608,167653713.439941,1711800721433.69,12280,-697.156626506024,59911,-123.289156626506,5382,-40.1807228915663,-15617,316.580152671756,-20736,238.427480916031,4863,-74.2442748091603,-27643,-40259.5487179487,22793,16698.1684981685,39688,29075.4578754579,15880,11633.6996336996,7176,5257.14285714286,7578.3359375,15.6853004725273,54130,159.904350835199,48392,257.207461842849,3.88791208791209,
6565376,167654713.439941,1711800722433.69,12792,-700.240963855422,60167,-129.457831325301,5382,-40.1807228915663,-15617,343.93893129771,-22528,238.427480916031,8703,-132.870229007634,-27643,-40259.5487179487,23561,17260.8058608059,43272,31701.0989010989,14344,10508.4249084249,7176,5257.14285714286,7578.3359375,16.3391635504857,56178,170.184978228763,48136,284.671532846715,3.51282051282051,
6598144,167655713.439941,1711800723433.69,12792,-700.240963855422,60167,-129.457831325301,5638,-43.2650602409639,-15617,367.389312977099,-24064,238.427480916031,9727,-148.503816793893,-27643,-40259.5487179487,23817,17448.3516483516,46600,34139.1941391941,24072,17635.1648351648,7176,5257.14285714286,7578.3359375,14.6436286134035,51058,144.421059829358,48136,284.671532846715,3.51282051282051,
6630912,167656713.439941,1711800724433.69,12792,-703.325301204819,60423,-129.457831325301,5638,-43.2650602409639,-15617,375.206106870229,-24576,238.427480916031,7679,-117.236641221374,-27899,-40632.3897435897,25097,18386.0805860806,50184,36764.8351648352,36616,26824.9084249084,8200,6007.32600732601,7578.33203125,14.4634776489326,50546,141.832008109172,48136,284.671532846715,3.51282051282051,
6663680,167657713.439941,1711800725433.69,13048,-697.156626506024,59911,-132.542168674699,5638,-43.2650602409639,-15617,390.839694656489,-25600,238.427480916031,12799,-195.404580152672,30725,44748.2051282051,12041,8821.24542124542,54537,39953.8461538461,2824,2068.86446886447,8201,6008.05860805861,7578.33203125,16.2593169692474,55922,168.901489832884,48648,234.57638769548,4.26300366300366,
6696448,167658713.439941,1711800726433.69,12536,-703.325301204819,60423,-126.373493975904,5382,-40.1807228915663,-15617,347.847328244275,-22784,238.427480916031,7935,-121.145038167939,-31995,-46597.8461538461,37641,27575.8241758242,17416,12758.9743589744,34312,25136.9963369963,7688,5632.23443223443,7578.33203125,15.1731080124526,52594,152.173005207607,48136,284.671532846715,3.51282051282051,
6729216,167659713.439941,1711800727433.69,12792,-703.325301204819,60423,-129.457831325301,5894,-46.3493975903614,-15617,406.473282442748,-26624,238.427480916031,11519,-175.862595419847,-30459,-44360.8,23049,16885.7142857143,33800,24761.9047619048,52488,38452.7472527472,7687,5631.50183150183,7578.32421875,15.6852576618905,54130,159.904350835199,48392,257.207461842849,3.88791208791209,
6794752,168173713.439941,1711801241433.69,12792,-703.325301204819,60423,-129.457831325301,5382,-40.1807228915663,-15617,414.290076335878,-27136,238.427480916031,9983,-152.412213740458,-27131,-39513.8666666667,24585,18010.989010989,43272,31701.0989010989,5640,4131.86813186813,7432,5444.68864468864,7578.32421875,16.5752349544093,56946,174.032910837902,48136,284.671532846715,3.51282051282051,
6860288,168687713.439941,1711801755433.69,13048,-703.325301204819,60423,-132.542168674699,5638,-43.2650602409639,-15617,367.389312977099,-24064,238.427480916031,7423,-113.328244274809,-27899,-40632.3897435897,22793,16698.1684981685,41480,30388.2783882784,776,568.498168498168,8456,6194.87179487179,7578.33984375,15.8519825502491,54642,162.477326662858,48136,284.671532846715,3.51282051282051,
6893056,168688713.439941,1711801756433.69,12536,-700.240963855422,60167,-126.373493975904,5382,-40.1807228915663,-15617,367.389312977099,-24064,238.427480916031,8703,-132.870229007634,-27643,-40259.5487179487,23561,17260.8058608059,44296,32451.2820512821,14088,10320.8791208791,9224,6757.50915750916,7578.33984375,15.8519825502491,54642,162.477326662858,48392,257.207461842849,3.88791208791209,
6925824,168689713.439941,1711801757433.69,12792,-706.409638554217,60679,-129.457831325301,5382,-40.1807228915663,-15617,410.381679389313,-26880,238.427480916031,9471,-144.595419847328,30469,44375.3641025641,6921,5070.32967032967,29705,21761.9047619048,53768,39390.4761904762,8456,6194.87179487179,7578.33203125,15.4314375080005,53362,156.041088870443,48136,284.671532846715,3.51282051282051,
6958592,168690713.439941,1711801758433.69,12536,-703.325301204819,60423,-126.373493975904,5382,-40.1807228915663,-15617,394.748091603053,-25856,238.427480916031,10751,-164.137404580153,-31483,-45852.1641025641,35849,26263.0036630037,520,380.952380952381,43272,31701.0989010989,8455,6194.13919413919,7578.33203125,14.7330145774435,51314,145.714599396085,48392,257.207461842849,3.88791208791209,
6991360,168691713.439941,1711801759433.69,12280,-700.240963855422,60167,-123.289156626506,5894,-46.3493975903614,-15617,351.75572519084,-23040,238.427480916031,9727,-148.503816793893,-31739,-46225.0051282051,18441,13509.8901098901,16136,11821.2454212454,10760,7882.78388278388,9224,6757.50915750916,7578.33203125,14.8219615471788,51570,147.007501031486,48136,284.671532846715,3.51282051282051,
7024128,168692713.439941,1711801760433.69,12536,-706.409638554217,60679,-126.373493975904,5382,-40.1807228915663,-15617,355.664122137405,-23296,238.427480916031,10495,-160.229007633588,-27899,-40632.3897435897,23049,16885.7142857143,33544,24574.358974359,47880,35076.9230769231,8455,6194.13919413919,7578.3359375,14.005604589736,49266,135.347136832768,48392,257.207461842849,3.88791208791209,
7056896,168693713.439941,1711801761433.69,12280,-706.409638554217,60679,-123.289156626506,5382,-40.1807228915663,-15617,336.12213740458,-22016,238.427480916031,6655,-101.603053435115,-28155,-41005.2307692308,23305,17073.2600732601,42504,31138.4615384615,3336,2443.95604395604,9224,6757.50915750916,7578.3359375,15.5165733729968,53618,157.329363533413,48136,284.671532846715,3.51282051282051,
7089664,168694713.439941,1711801762433.69,12536,-706.409638554217,60679,-126.373493975904,5894,-46.3493975903614,-15617,367.389312977099,-24064,238.427480916031,6911,-105.511450381679,-28667,-41750.9128205128,21257,15572.8937728938,41736,30575.8241758242,7176,5257.14285714286,9224,6757.50915750916,7578.3359375,15.9345157356356,54898,163.763085894523,48392,257.207461842849,3.88791208791209,
7122432,168695713.439941,1711801763433.69,12792,-700.240963855422,60167,-129.457831325301,5126,-37.0963855421687,-15617,375.206106870229,-24576,238.427480916031,7935,-121.145038167939,-28155,-41005.2307692308,22281,16323.0769230769,43784,32076.1904761905,14856,10883.5164835165,9224,6757.50915750916,7578.33203125,15.0860287827388,52338,150.882517832861,48136,284.671532846715,3.51282051282051,
7155200,168696713.439941,1711801764433.69,12536,-700.240963855422,60167,-126.373493975904,5126,-37.0963855421687,-15617,351.75572519084,-23040,238.427480916031,3583,-54.7022900763359,-27899,-40632.3897435897,24585,18010.989010989,47112,34514.2857142857,24840,18197.8021978022,9480,6945.05494505494,7578.33203125,14.4634776489326,50546,141.832008109172,48392,257.207461842849,3.88791208791209,
7187968,168697713.439941,1711801765433.69,12280,-700.240963855422,60167,-123.289156626506,5638,-43.2650602409639,-15617,390.839694656489,-25600,238.427480916031,7423,-113.328244274809,-28155,-41005.2307692308,23817,17448.3516483516,48136,35264.4688644689,30472,22323.8095238095,8968,6569.96336996337,7578.33203125,15.685286202315,54130,159.904350835199,48136,284.671532846715,3.51282051282051,
7220736,168698713.439941,1711801766433.69,12280,-706.409638554217,60679,-123.289156626506,5638,-43.2650602409639,-15617,410.381679389313,-26880,238.427480916031,9215,-140.687022900763,-31483,-45852.1641025641,15625,11446.8864468864,30728,22511.3553113553,60680,44454.2124542125,9224,6757.50915750916,7578.3359375,15.9345157356356,54898,163.763085894523,48392,257.207461842849,3.88791208791209,
7253504,168699713.439941,1711801767433.69,12792,-703.325301204819,60423,-129.457831325301,5638,-43.2650602409639,-15617,367.389312977099,-24064,238.427480916031,4607,-70.3358778625954,-31227,-45479.3230769231,12041,8821.24542124542,15880,11633.6996336996,28680,21010.989010989,9736,7132.60073260073,7578.3359375,15.3458322015057,53106,154.752278678203,48136,284.671532846715,3.51282051282051,
7319040,169213713.439941,1711802281433.69,12280,-703.325301204819,60423,-123.289156626506,5382,-40.1807228915663,-15617,367.389312977099,-24064,238.427480916031,7167,-109.419847328244,-30203,-43987.958974359,16137,11821.978021978,22280,16322.3443223443,43528,31888.6446886447,10504,7695.23809523809,7578.328125,15.3458038200905,53106,154.752278678203,48392,257.207461842849,3.88791208791209,
7351808,169214713.439941,1711802282433.69,12280,-700.240963855422,60167,-123.289156626506,5382,-40.1807228915663,-15617,363.480916030534,-23808,238.427480916031,9471,-144.595419847328,-28155,-41005.2307692308,20233,14822.7106227106,31496,23073.9926739927,3080,2256.41025641026,10249,7508.42490842491,7578.328125,15.173093862878,52594,152.173005207607,48392,257.207461842849,3.88791208791209,
7384576,169215713.439941,1711802283433.69,12536,-700.240963855422,60167,-126.373493975904,5382,-40.1807228915663,-15617,386.931297709924,-25344,238.427480916031,9471,-144.595419847328,-27643,-40259.5487179487,22537,16510.6227106227,37896,27762.6373626374,8456,6194.87179487179,10504,7695.23809523809,7578.328125,16.0165027422003,55154,165.048372449227,48392,257.207461842849,3.88791208791209,
7417344,169216713.439941,1711802284433.69,12536,-697.156626506024,59911,-126.373493975904,5638,-43.2650602409639,-15617,414.290076335878,-27136,238.427480916031,11263,-171.954198473282,-27643,-40259.5487179487,23305,17073.2600732601,44040,32263.7362637363,13832,10133.3333333333,10504,7695.23809523809,7578.33203125,14.0055907289177,49266,135.347136832768,48392,257.207461842849,3.88791208791209,
7450112,169217713.439941,1711802285433.69,12792,-700.240963855422,60167,-129.457831325301,5126,-37.0963855421687,-15617,394.748091603053,-25856,238.427480916031,9215,-140.687022900763,-27899,-40632.3897435897,25097,18386.0805860806,49160,36014.652014652,30984,22698.9010989011,11272,8257.87545787546,7578.33203125,15.4314375080005,53362,156.041088870443,48392,257.207461842849,3.88791208791209,
7482880,169218713.439941,1711802286433.69,12536,-703.325301204819,60423,-126.373493975904,5894,-46.3493975903614,-15617,355.664122137405,-23296,238.427480916031,9471,-144.595419847328,-30971,-45106.482051282,18185,13322.3443223443,37896,27762.6373626374,64520,47267.3992673993,11271,8257.14285714286,7578.33203125,14.5537671169686,50802,143.126867745139,48136,284.671532846715,3.51282051282051,
7515648,169219713.439941,1711802287433.69,12792,-697.156626506024,59911,-129.457831325301,5638,-43.2650602409639,-15617,375.206106870229,-24576,238.427480916031,7423,-113.328244274809,-30459,-44360.8,15369,11259.3406593407,24840,18197.8021978022,38920,28512.8205128205,12040,8820.51282051282,7578.34375,16.0980384223332,55410,166.333195830808,48392,257.207461842849,3.88791208791209,
7548416,169220713.439941,1711802288433.69,12024,-700.240963855422,60167,-120.204819277108,5382,-40.1807228915663,-15617,355.664122137405,-23296,238.427480916031,10239,-156.320610687023,-27899,-40632.3897435897,21257,15572.8937728938,34568,25324.5421245421,58120,42578.7545787546,11783,8632.23443223443,7578.34375,14.8220037410227,51570,147.007501031486,48136,284.671532846715,3.51282051282051,
7581184,169221713.439941,1711802289433.69,12536,-700.240963855422,60167,-126.373493975904,5382,-40.1807228915663,-15617,426.015267175572,-27904,238.427480916031,5375,-82.0610687022901,-29691,-43242.2769230769,17929,13134.7985347985,30216,22136.2637362637,50952,37327.4725274725,11784,8632.96703296703,7578.34375,15.431480140795,53362,156.041088870443,48392,257.207461842849,3.88791208791209,
7613952,169222713.439941,1711802290433.69,12536,-703.325301204819,60423,-126.373493975904,5382,-40.1807228915663,-15617,343.93893129771,-22528,238.427480916031,7679,-117.236641221374,-27643,-40259.5487179487,21257,15572.8937728938,36872,27012.4542124542,776,568.498168498168,11528,8445.42124542124,7578.32421875,15.6852576618905,54130,159.904350835199,48136,284.671532846715,3.51282051282051,
7646720,169223713.439941,1711802291433.69,12792,-700.240963855422,60167,-129.457831325301,5382,-40.1807228915663,-15617,394.748091603053,-25856,238.427480916031,9727,-148.503816793893,-27643,-40259.5487179487,22793,16698.1684981685,41736,30575.8241758242,6664,4882.05128205128,11272,8257.87545787546,7578.32421875,15.5165306802229,53618,157.329363533413,48392,257.207461842849,3.88791208791209,
7679488,169224713.439941,1711802292433.69,12536,-703.325301204819,60423,-126.373493975904,5638,-43.2650602409639,-15617,379.114503816794,-24832,238.427480916031,9983,-152.412213740458,-25851,-37649.6615384615,29705,21761.9047619048,57096,41828.5714285714,53768,39390.4761904762,11528,8445.42124542124,7578.32421875,15.2596779582305,52850,153.462921415624,48392,257.207461842849,3.88791208791209,
7712256,169225713.439941,1711802293433.69,12792,-703.325301204819,60423,-129.457831325301,5126,-37.0963855421687,-15617,332.213740458015,-21760,238.427480916031,9215,-140.687022900763,-28155,-41005.2307692308,26377,19323.8095238095,58120,42578.7545787546,2312,1693.77289377289,12553,9196.336996337,7578.328125,16.0165027422003,55154,165.048372449227,48392,257.207461842849,3.88791208791209,
7745024,169226713.439941,1711802294433.69,12536,-706.409638554217,60679,-126.373493975904,5638,-43.2650602409639,-15617,355.664122137405,-23296,238.427480916031,9727,-148.503816793893,-31227,-45479.3230769231,16905,12384.6153846154,37896,27762.6373626374,8200,6007.32600732601,11784,8632.96703296703,7578.328125,13.6318601016374,48242,130.145505307395,48136,284.671532846715,3.51282051282051,
7777792,169227713.439941,1711802295433.69,12024,-703.325301204819,60423,-120.204819277108,5894,-46.3493975903614,-15617,402.564885496183,-26368,238.427480916031,10239,-156.320610687023,-30715,-44733.641025641,12809,9383.88278388278,19464,14259.3406593407,25352,18572.8937728938,12296,9008.05860805861,7578.328125,15.6852719321027,54130,159.904350835199,48392,257.207461842849,3.88791208791209,
7810560,169228713.439941,1711802296433.69,12024,-700.240963855422,60167,-120.204819277108,5638,-43.2650602409639,-15617,328.30534351145,-21504,238.427480916031,7935,-121.145038167939,-27387,-39886.7076923077,20489,15010.2564102564,28936,21198.5347985348,56328,41265.9340659341,11528,8445.42124542124,7578.328125,15.6852719321027,54130,159.904350835199,48392,257.207461842849,3.88791208791209,
7876096,169742713.439941,1711802810433.69,12536,-700.240963855422,60167,-126.373493975904,5382,-40.1807228915663,-15617,398.656488549618,-26112,238.427480916031,4863,-74.2442748091603,-27899,-40632.3897435897,24585,18010.989010989,45064,33013.9194139194,16904,12383.8827838828,11784,8632.96703296703,7578.328125,16.3391347148742,56178,170.184978228763,48392,257.207461842849,3.88791208791209,
7908864,169743713.439941,1711802811433.69,12536,-700.240963855422,60167,-126.373493975904,5638,-43.2650602409639,-15617,394.748091603053,-25856,238.427480916031,8191,-125.053435114504,-27131,-39513.8666666667,26377,19323.8095238095,53256,39015.3846153846,43528,31888.6446886447,11784,8632.96703296703,7578.3359375,15.8519682416918,54642,162.477326662858,48392,257.207461842849,3.88791208791209,
7941632,169744713.439941,1711802812433.69,12280,-697.156626506024,59911,-123.289156626506,5638,-43.2650602409639,-15617,359.572519083969,-23552,238.427480916031,10239,-156.320610687023,-27899,-40632.3897435897,26377,19323.8095238095,56840,41641.0256410256,60424,44266.6666666667,12296,9008.05860805861,7578.3359375,15.6853004725273,54130,159.904350835199,48392,257.207461842849,3.88791208791209,
7974400,169745713.439941,1711802813433.69,12280,-700.240963855422,60167,-123.289156626506,5382,-40.1807228915663,-15617,410.381679389313,-26880,238.427480916031,10751,-164.137404580153,-26107,-38022.5025641026,29705,21761.9047619048,63240,46329.6703296703,17928,13134.0659340659,12297,9008.79120879121,7578.3359375,14.4634916250858,50546,141.832008109172,48392,257.207461842849,3.88791208791209,
8007168,169746713.439941,1711802814433.69,12536,-700.240963855422,60167,-126.373493975904,5382,-40.1807228915663,-15617,398.656488549618,-26112,238.427480916031,10751,-164.137404580153,-31739,-46225.0051282051,16393,12009.5238095238,37896,27762.6373626374,12040,8820.51282051282,11272,8257.87545787546,7578.3359375,16.098009693776,55410,166.333195830808,48648,234.57638769548,4.26300366300366,
8039936,169747713.439941,1711802815433.69,12792,-700.240963855422,60167,-129.457831325301,5382,-40.1807228915663,-15617,390.839694656489,-25600,238.427480916031,13055,-199.312977099237,-31483,-45852.1641025641,12041,8821.24542124542,18696,13696.7032967033,25864,18947.9853479853,10504,7695.23809523809,7578.3359375,14.2816085147519,50034,139.240223699633,48136,284.671532846715,3.51282051282051,
8072704,169748713.439941,1711802816433.69,12024,-700.240963855422,60167,-120.204819277108,5382,-40.1807228915663,-15617,379.114503816794,-24832,238.427480916031,10495,-160.229007633588,-28155,-41005.2307692308,18185,13322.3443223443,25608,18760.4395604396,46088,33764.1025641026,9736,7132.60073260073,7578.3359375,14.9984883359121,52082,149.591446711184,48392,257.207461842849,3.88791208791209,
